id,left,top,right,bottom,SAMPLE_1,SAMPLE_2,SAMPLE_3,SAMPLE_4
"2790",27.688003343,43.202482027,27.689003343,43.202982027,,,,
"2791",27.688003343,43.201982027,27.689003343,43.202482027,,,,
"2792",27.688003343,43.201482027,27.689003343,43.201982027,,,,
"2793",27.688003343,43.200982027,27.689003343,43.201482027,,,,
"2794",27.688003343,43.200482027,27.689003343,43.200982027,,,,
"2795",27.688003343,43.199982027,27.689003343,43.200482027,,,,
"2796",27.688003343,43.199482027,27.689003343,43.199982027,,,,
"2797",27.688003343,43.198982027,27.689003343,43.199482027,,,,
"2798",27.688003343,43.198482027,27.689003343,43.198982027,,,,
"2799",27.688003343,43.197982027,27.689003343,43.198482027,,,,
"2800",27.688003343,43.197482027,27.689003343,43.197982027,,,,
"2801",27.688003343,43.196982027,27.689003343,43.197482027,,,,
"2802",27.688003343,43.196482027,27.689003343,43.196982027,"140","3","11","255"
"2803",27.688003343,43.195982027,27.689003343,43.196482027,"155",,,"255"
"2804",27.688003343,43.195482027,27.689003343,43.195982027,"201","14","31","255"
"2805",27.688003343,43.194982027,27.689003343,43.195482027,"201","32","37","255"
"2806",27.688003343,43.194482027,27.689003343,43.194982027,"189","33","8","255"
"2807",27.688003343,43.193982027,27.689003343,43.194482027,"225","125",,"255"
"2808",27.688003343,43.193482027,27.689003343,43.193982027,"255","242","15","255"
"2809",27.688003343,43.192982027,27.689003343,43.193482027,"255","238","26","255"
"2810",27.688003343,43.192482027,27.689003343,43.192982027,"224","145","26","255"
"2811",27.688003343,43.191982027,27.689003343,43.192482027,"186",,,"255"
"2812",27.688003343,43.191482027,27.689003343,43.191982027,"176","1","6","255"
"2813",27.688003343,43.190982027,27.689003343,43.191482027,"188","23","40","255"
"2814",27.688003343,43.190482027,27.689003343,43.190982027,"82",,,"255"
"2815",27.688003343,43.189982027,27.689003343,43.190482027,"130",,"3","255"
"2816",27.688003343,43.189482027,27.689003343,43.189982027,"201","5","6","255"
"2817",27.688003343,43.188982027,27.689003343,43.189482027,"202","10","9","255"
"2818",27.688003343,43.188482027,27.689003343,43.188982027,"209","4","9","255"
"2819",27.688003343,43.187982027,27.689003343,43.188482027,"219","5",,"255"
"2820",27.688003343,43.187482027,27.689003343,43.187982027,"149","49","23","255"
"2821",27.688003343,43.186982027,27.689003343,43.187482027,,,,
"2822",27.688003343,43.186482027,27.689003343,43.186982027,,,,
"2823",27.688003343,43.185982027,27.689003343,43.186482027,,,,
"2824",27.688003343,43.185482027,27.689003343,43.185982027,,,,
"2825",27.688003343,43.184982027,27.689003343,43.185482027,,,,
"2826",27.688003343,43.184482027,27.689003343,43.184982027,,,,
"2827",27.688003343,43.183982027,27.689003343,43.184482027,,,,
"2828",27.688003343,43.183482027,27.689003343,43.183982027,,,,
"2829",27.688003343,43.182982027,27.689003343,43.183482027,,,,
"2830",27.688003343,43.182482027,27.689003343,43.182982027,,,,
"2831",27.688003343,43.181982027,27.689003343,43.182482027,,,,
"2832",27.688003343,43.181482027,27.689003343,43.181982027,,,,
"2833",27.688003343,43.180982027,27.689003343,43.181482027,,,,
"2834",27.688003343,43.180482027,27.689003343,43.180982027,,,,
"2835",27.688003343,43.179982027,27.689003343,43.180482027,,,,
"2836",27.688003343,43.179482027,27.689003343,43.179982027,,,,
"2837",27.688003343,43.178982027,27.689003343,43.179482027,,,,
"2838",27.688003343,43.178482027,27.689003343,43.178982027,,,,
"2839",27.689003343,43.210982027,27.690003343,43.211482027,,,,
"2840",27.689003343,43.210482027,27.690003343,43.210982027,,,,
"2841",27.689003343,43.209982027,27.690003343,43.210482027,,,,
"2842",27.689003343,43.209482027,27.690003343,43.209982027,,,,
"2843",27.689003343,43.208982027,27.690003343,43.209482027,,,,
"2844",27.689003343,43.208482027,27.690003343,43.208982027,,,,
"2845",27.689003343,43.207982027,27.690003343,43.208482027,,,,
"2846",27.689003343,43.207482027,27.690003343,43.207982027,,,,
"2847",27.689003343,43.206982027,27.690003343,43.207482027,,,,
"2848",27.689003343,43.206482027,27.690003343,43.206982027,,,,
"2849",27.689003343,43.205982027,27.690003343,43.206482027,,,,
"2850",27.689003343,43.205482027,27.690003343,43.205982027,,,,
"2851",27.689003343,43.204982027,27.690003343,43.205482027,,,,
"2852",27.689003343,43.204482027,27.690003343,43.204982027,,,,
"2853",27.689003343,43.203982027,27.690003343,43.204482027,,,,
"2854",27.689003343,43.203482027,27.690003343,43.203982027,,,,
"2855",27.689003343,43.202982027,27.690003343,43.203482027,,,,
"2856",27.689003343,43.202482027,27.690003343,43.202982027,,,,
"2857",27.689003343,43.201982027,27.690003343,43.202482027,,,,
"2858",27.689003343,43.201482027,27.690003343,43.201982027,,,,
"2859",27.689003343,43.200982027,27.690003343,43.201482027,,,,
"2860",27.689003343,43.200482027,27.690003343,43.200982027,,,,
"2861",27.689003343,43.199982027,27.690003343,43.200482027,,,,
"2862",27.689003343,43.199482027,27.690003343,43.199982027,,,,
"2863",27.689003343,43.198982027,27.690003343,43.199482027,,,,
"2864",27.689003343,43.198482027,27.690003343,43.198982027,,,,
"2865",27.689003343,43.197982027,27.690003343,43.198482027,,,,
"2866",27.689003343,43.197482027,27.690003343,43.197982027,,,,
"2867",27.689003343,43.196982027,27.690003343,43.197482027,"116","89","80","255"
"2868",27.689003343,43.196482027,27.690003343,43.196982027,"108","38","38","255"
"2869",27.689003343,43.195982027,27.690003343,43.196482027,"114","28","29","255"
"2870",27.689003343,43.195482027,27.690003343,43.195982027,"125","33","34","255"
"2871",27.689003343,43.194982027,27.690003343,43.195482027,"95","1",,"255"
"2872",27.689003343,43.194482027,27.690003343,43.194982027,"204","61","3","255"
"2873",27.689003343,43.193982027,27.690003343,43.194482027,"255","179","21","255"
"2874",27.689003343,43.193482027,27.690003343,43.193982027,"249","252","23","255"
"2875",27.689003343,43.192982027,27.690003343,43.193482027,"255","232","40","255"
"2876",27.689003343,43.192482027,27.690003343,43.192982027,"166","68",,"255"
"2877",27.689003343,43.191982027,27.690003343,43.192482027,"138",,"5","255"
"2878",27.689003343,43.191482027,27.690003343,43.191982027,"66",,,"255"
"2879",27.689003343,43.190982027,27.690003343,43.191482027,"76",,,"255"
"2880",27.689003343,43.190482027,27.690003343,43.190982027,"147","11","13","255"
"2881",27.689003343,43.189982027,27.690003343,43.190482027,"187","18","21","255"
"2882",27.689003343,43.189482027,27.690003343,43.189982027,"209","5","4","255"
"2883",27.689003343,43.188982027,27.690003343,43.189482027,"217","15","11","255"
"2884",27.689003343,43.188482027,27.690003343,43.188982027,"216","3","7","255"
"2885",27.689003343,43.187982027,27.690003343,43.188482027,"202","11","16","255"
"2886",27.689003343,43.187482027,27.690003343,43.187982027,"168","106","85","255"
"2887",27.689003343,43.186982027,27.690003343,43.187482027,,,,
"2888",27.689003343,43.186482027,27.690003343,43.186982027,,,,
"2889",27.689003343,43.185982027,27.690003343,43.186482027,,,,
"2890",27.689003343,43.185482027,27.690003343,43.185982027,,,,
"2891",27.689003343,43.184982027,27.690003343,43.185482027,,,,
"2892",27.689003343,43.184482027,27.690003343,43.184982027,,,,
"2893",27.689003343,43.183982027,27.690003343,43.184482027,,,,
"2894",27.689003343,43.183482027,27.690003343,43.183982027,,,,
"2895",27.689003343,43.182982027,27.690003343,43.183482027,,,,
"2896",27.689003343,43.182482027,27.690003343,43.182982027,,,,
"2897",27.689003343,43.181982027,27.690003343,43.182482027,,,,
"2898",27.689003343,43.181482027,27.690003343,43.181982027,,,,
"2899",27.689003343,43.180982027,27.690003343,43.181482027,,,,
"2900",27.689003343,43.180482027,27.690003343,43.180982027,,,,
"2901",27.689003343,43.179982027,27.690003343,43.180482027,,,,
"2902",27.689003343,43.179482027,27.690003343,43.179982027,,,,
"2903",27.689003343,43.178982027,27.690003343,43.179482027,,,,
"2904",27.689003343,43.178482027,27.690003343,43.178982027,,,,
"2905",27.690003343,43.210982027,27.691003343,43.211482027,,,,
"2906",27.690003343,43.210482027,27.691003343,43.210982027,,,,
"2907",27.690003343,43.209982027,27.691003343,43.210482027,,,,
"2908",27.690003343,43.209482027,27.691003343,43.209982027,,,,
"2909",27.690003343,43.208982027,27.691003343,43.209482027,,,,
"2910",27.690003343,43.208482027,27.691003343,43.208982027,,,,
"2911",27.690003343,43.207982027,27.691003343,43.208482027,,,,
"2912",27.690003343,43.207482027,27.691003343,43.207982027,,,,
"2913",27.690003343,43.206982027,27.691003343,43.207482027,,,,
"2914",27.690003343,43.206482027,27.691003343,43.206982027,,,,
"2915",27.690003343,43.205982027,27.691003343,43.206482027,,,,
"2916",27.690003343,43.205482027,27.691003343,43.205982027,,,,
"2917",27.690003343,43.204982027,27.691003343,43.205482027,,,,
"2918",27.690003343,43.204482027,27.691003343,43.204982027,,,,
"2919",27.690003343,43.203982027,27.691003343,43.204482027,,,,
"2920",27.690003343,43.203482027,27.691003343,43.203982027,,,,
"2921",27.690003343,43.202982027,27.691003343,43.203482027,,,,
"2922",27.690003343,43.202482027,27.691003343,43.202982027,,,,
"2923",27.690003343,43.201982027,27.691003343,43.202482027,,,,
"2924",27.690003343,43.201482027,27.691003343,43.201982027,,,,
"2925",27.690003343,43.200982027,27.691003343,43.201482027,,,,
"2926",27.690003343,43.200482027,27.691003343,43.200982027,,,,
"2927",27.690003343,43.199982027,27.691003343,43.200482027,,,,
"2928",27.690003343,43.199482027,27.691003343,43.199982027,,,,
"2929",27.690003343,43.198982027,27.691003343,43.199482027,,,,
"2930",27.690003343,43.198482027,27.691003343,43.198982027,,,,
"2931",27.690003343,43.197982027,27.691003343,43.198482027,,,,
"2932",27.690003343,43.197482027,27.691003343,43.197982027,,,,
"2933",27.690003343,43.196982027,27.691003343,43.197482027,"129","61","58","255"
"2934",27.690003343,43.196482027,27.691003343,43.196982027,"81",,,"255"
"2935",27.690003343,43.195982027,27.691003343,43.196482027,"61",,,"255"
"2936",27.690003343,43.195482027,27.691003343,43.195982027,"57",,,"255"
"2937",27.690003343,43.194982027,27.691003343,43.195482027,"118","15",,"255"
"2938",27.690003343,43.194482027,27.691003343,43.194982027,"232","113","23","255"
"2939",27.690003343,43.193982027,27.691003343,43.194482027,"255","217","30","255"
"2940",27.690003343,43.193482027,27.691003343,43.193982027,"236","251","10","255"
"2941",27.690003343,43.192982027,27.691003343,43.193482027,"247","229","33","255"
"2942",27.690003343,43.192482027,27.691003343,43.192982027,"192","58",,"255"
"2943",27.690003343,43.191982027,27.691003343,43.192482027,"142",,,"255"
"2944",27.690003343,43.191482027,27.691003343,43.191982027,"114",,,"255"
"2945",27.690003343,43.190982027,27.691003343,43.191482027,"157","25","23","255"
"2946",27.690003343,43.190482027,27.691003343,43.190982027,"136",,,"255"
"2947",27.690003343,43.189982027,27.691003343,43.190482027,"203","15","14","255"
"2948",27.690003343,43.189482027,27.691003343,43.189982027,"226",,"2","255"
"2949",27.690003343,43.188982027,27.691003343,43.189482027,"229","5","5","255"
"2950",27.690003343,43.188482027,27.691003343,43.188982027,"211",,,"255"
"2951",27.690003343,43.187982027,27.691003343,43.188482027,"178","29","25","255"
"2952",27.690003343,43.187482027,27.691003343,43.187982027,,,,
"2953",27.690003343,43.186982027,27.691003343,43.187482027,,,,
"2954",27.690003343,43.186482027,27.691003343,43.186982027,,,,
"2955",27.690003343,43.185982027,27.691003343,43.186482027,,,,
"2956",27.690003343,43.185482027,27.691003343,43.185982027,,,,
"2957",27.690003343,43.184982027,27.691003343,43.185482027,,,,
"2958",27.690003343,43.184482027,27.691003343,43.184982027,,,,
"2959",27.690003343,43.183982027,27.691003343,43.184482027,,,,
"2960",27.690003343,43.183482027,27.691003343,43.183982027,,,,
"2961",27.690003343,43.182982027,27.691003343,43.183482027,,,,
"2962",27.690003343,43.182482027,27.691003343,43.182982027,,,,
"2963",27.690003343,43.181982027,27.691003343,43.182482027,,,,
"2964",27.690003343,43.181482027,27.691003343,43.181982027,,,,
"2965",27.690003343,43.180982027,27.691003343,43.181482027,,,,
"2966",27.690003343,43.180482027,27.691003343,43.180982027,,,,
"2967",27.690003343,43.179982027,27.691003343,43.180482027,,,,
"2968",27.690003343,43.179482027,27.691003343,43.179982027,,,,
"2969",27.690003343,43.178982027,27.691003343,43.179482027,,,,
"2970",27.690003343,43.178482027,27.691003343,43.178982027,,,,
"2971",27.691003343,43.210982027,27.692003343,43.211482027,,,,
"2972",27.691003343,43.210482027,27.692003343,43.210982027,,,,
"2973",27.691003343,43.209982027,27.692003343,43.210482027,,,,
"2974",27.691003343,43.209482027,27.692003343,43.209982027,,,,
"2975",27.691003343,43.208982027,27.692003343,43.209482027,,,,
"2976",27.691003343,43.208482027,27.692003343,43.208982027,,,,
"2977",27.691003343,43.207982027,27.692003343,43.208482027,,,,
"2978",27.691003343,43.207482027,27.692003343,43.207982027,,,,
"2979",27.691003343,43.206982027,27.692003343,43.207482027,,,,
"2980",27.691003343,43.206482027,27.692003343,43.206982027,,,,
"2981",27.691003343,43.205982027,27.692003343,43.206482027,,,,
"2982",27.691003343,43.205482027,27.692003343,43.205982027,,,,
"2983",27.691003343,43.204982027,27.692003343,43.205482027,,,,
"2984",27.691003343,43.204482027,27.692003343,43.204982027,,,,
"2985",27.691003343,43.203982027,27.692003343,43.204482027,,,,
"2986",27.691003343,43.203482027,27.692003343,43.203982027,,,,
"2987",27.691003343,43.202982027,27.692003343,43.203482027,,,,
"2988",27.691003343,43.202482027,27.692003343,43.202982027,,,,
"2989",27.691003343,43.201982027,27.692003343,43.202482027,,,,
"2990",27.691003343,43.201482027,27.692003343,43.201982027,,,,
"2991",27.691003343,43.200982027,27.692003343,43.201482027,,,,
"2992",27.691003343,43.200482027,27.692003343,43.200982027,,,,
"2993",27.691003343,43.199982027,27.692003343,43.200482027,,,,
"2994",27.691003343,43.199482027,27.692003343,43.199982027,,,,
"2995",27.691003343,43.198982027,27.692003343,43.199482027,,,,
"2996",27.691003343,43.198482027,27.692003343,43.198982027,,,,
"2997",27.691003343,43.197982027,27.692003343,43.198482027,,,,
"2998",27.691003343,43.197482027,27.692003343,43.197982027,,,,
"2999",27.691003343,43.196982027,27.692003343,43.197482027,"80","7",,"255"
"3000",27.691003343,43.196482027,27.692003343,43.196982027,"82",,,"255"
"3001",27.691003343,43.195982027,27.692003343,43.196482027,"106",,,"255"
"3002",27.691003343,43.195482027,27.692003343,43.195982027,"183","31","43","255"
"3003",27.691003343,43.194982027,27.692003343,43.195482027,"184","19",,"255"
"3004",27.691003343,43.194482027,27.692003343,43.194982027,"232","155","25","255"
"3005",27.691003343,43.193982027,27.692003343,43.194482027,"223","247","11","255"
"3006",27.691003343,43.193482027,27.692003343,43.193982027,"213","248",,"255"
"3007",27.691003343,43.192982027,27.692003343,43.193482027,"237","197","24","255"
"3008",27.691003343,43.192482027,27.692003343,43.192982027,"210","25",,"255"
"3009",27.691003343,43.191982027,27.692003343,43.192482027,"188","6","3","255"
"3010",27.691003343,43.191482027,27.692003343,43.191982027,"198","14","16","255"
"3011",27.691003343,43.190982027,27.692003343,43.191482027,"205","9","10","255"
"3012",27.691003343,43.190482027,27.692003343,43.190982027,"213","7","9","255"
"3013",27.691003343,43.189982027,27.692003343,43.190482027,"227",,,"255"
"3014",27.691003343,43.189482027,27.692003343,43.189982027,"220","1",,"255"
"3015",27.691003343,43.188982027,27.692003343,43.189482027,"222","7","4","255"
"3016",27.691003343,43.188482027,27.692003343,43.188982027,"195","1","1","255"
"3017",27.691003343,43.187982027,27.692003343,43.188482027,"180","86","74","255"
"3018",27.691003343,43.187482027,27.692003343,43.187982027,,,,
"3019",27.691003343,43.186982027,27.692003343,43.187482027,,,,
"3020",27.691003343,43.186482027,27.692003343,43.186982027,,,,
"3021",27.691003343,43.185982027,27.692003343,43.186482027,,,,
"3022",27.691003343,43.185482027,27.692003343,43.185982027,,,,
"3023",27.691003343,43.184982027,27.692003343,43.185482027,,,,
"3024",27.691003343,43.184482027,27.692003343,43.184982027,,,,
"3025",27.691003343,43.183982027,27.692003343,43.184482027,,,,
"3026",27.691003343,43.183482027,27.692003343,43.183982027,,,,
"3027",27.691003343,43.182982027,27.692003343,43.183482027,,,,
"3028",27.691003343,43.182482027,27.692003343,43.182982027,,,,
"3029",27.691003343,43.181982027,27.692003343,43.182482027,,,,
"3030",27.691003343,43.181482027,27.692003343,43.181982027,,,,
"3031",27.691003343,43.180982027,27.692003343,43.181482027,,,,
"3032",27.691003343,43.180482027,27.692003343,43.180982027,,,,
"3033",27.691003343,43.179982027,27.692003343,43.180482027,,,,
"3034",27.691003343,43.179482027,27.692003343,43.179982027,,,,
"3035",27.691003343,43.178982027,27.692003343,43.179482027,,,,
"3036",27.691003343,43.178482027,27.692003343,43.178982027,,,,
"3037",27.692003343,43.210982027,27.693003343,43.211482027,,,,
"3038",27.692003343,43.210482027,27.693003343,43.210982027,,,,
"3039",27.692003343,43.209982027,27.693003343,43.210482027,,,,
"3040",27.692003343,43.209482027,27.693003343,43.209982027,,,,
"3041",27.692003343,43.208982027,27.693003343,43.209482027,,,,
"3042",27.692003343,43.208482027,27.693003343,43.208982027,,,,
"3043",27.692003343,43.207982027,27.693003343,43.208482027,,,,
"3044",27.692003343,43.207482027,27.693003343,43.207982027,,,,
"3045",27.692003343,43.206982027,27.693003343,43.207482027,,,,
"3046",27.692003343,43.206482027,27.693003343,43.206982027,,,,
"3047",27.692003343,43.205982027,27.693003343,43.206482027,,,,
"3048",27.692003343,43.205482027,27.693003343,43.205982027,,,,
"3049",27.692003343,43.204982027,27.693003343,43.205482027,,,,
"3050",27.692003343,43.204482027,27.693003343,43.204982027,,,,
"3051",27.692003343,43.203982027,27.693003343,43.204482027,,,,
"3052",27.692003343,43.203482027,27.693003343,43.203982027,,,,
"3053",27.692003343,43.202982027,27.693003343,43.203482027,,,,
"3054",27.692003343,43.202482027,27.693003343,43.202982027,,,,
"3055",27.692003343,43.201982027,27.693003343,43.202482027,,,,
"3056",27.692003343,43.201482027,27.693003343,43.201982027,,,,
"3057",27.692003343,43.200982027,27.693003343,43.201482027,,,,
"3058",27.692003343,43.200482027,27.693003343,43.200982027,,,,
"3059",27.692003343,43.199982027,27.693003343,43.200482027,,,,
"3060",27.692003343,43.199482027,27.693003343,43.199982027,,,,
"3061",27.692003343,43.198982027,27.693003343,43.199482027,,,,
"3062",27.692003343,43.198482027,27.693003343,43.198982027,,,,
"3063",27.692003343,43.197982027,27.693003343,43.198482027,,,,
"3064",27.692003343,43.197482027,27.693003343,43.197982027,,,,
"3065",27.692003343,43.196982027,27.693003343,43.197482027,"156","7","9","255"
"3066",27.692003343,43.196482027,27.693003343,43.196982027,"180",,"6","255"
"3067",27.692003343,43.195982027,27.693003343,43.196482027,"178","9","16","255"
"3068",27.692003343,43.195482027,27.693003343,43.195982027,"173","18","16","255"
"3069",27.692003343,43.194982027,27.693003343,43.195482027,"209","30",,"255"
"3070",27.692003343,43.194482027,27.693003343,43.194982027,"225","182","26","255"
"3071",27.692003343,43.193982027,27.693003343,43.194482027,"200","252","2","255"
"3072",27.692003343,43.193482027,27.693003343,43.193982027,"235","240","24","255"
"3073",27.692003343,43.192982027,27.693003343,43.193482027,"207","109",,"255"
"3074",27.692003343,43.192482027,27.693003343,43.192982027,"228","5",,"255"
"3075",27.692003343,43.191982027,27.693003343,43.192482027,"219","5","5","255"
"3076",27.692003343,43.191482027,27.693003343,43.191982027,"228","3","11","255"
"3077",27.692003343,43.190982027,27.693003343,43.191482027,"221","3","1","255"
"3078",27.692003343,43.190482027,27.693003343,43.190982027,"231",,"1","255"
"3079",27.692003343,43.189982027,27.693003343,43.190482027,"222",,,"255"
"3080",27.692003343,43.189482027,27.693003343,43.189982027,"208","4",,"255"
"3081",27.692003343,43.188982027,27.693003343,43.189482027,"209",,,"255"
"3082",27.692003343,43.188482027,27.693003343,43.188982027,"188","24","22","255"
"3083",27.692003343,43.187982027,27.693003343,43.188482027,,,,
"3084",27.692003343,43.187482027,27.693003343,43.187982027,,,,
"3085",27.692003343,43.186982027,27.693003343,43.187482027,,,,
"3086",27.692003343,43.186482027,27.693003343,43.186982027,,,,
"3087",27.692003343,43.185982027,27.693003343,43.186482027,,,,
"3088",27.692003343,43.185482027,27.693003343,43.185982027,,,,
"3089",27.692003343,43.184982027,27.693003343,43.185482027,,,,
"3090",27.692003343,43.184482027,27.693003343,43.184982027,,,,
"3091",27.692003343,43.183982027,27.693003343,43.184482027,,,,
"3092",27.692003343,43.183482027,27.693003343,43.183982027,,,,
"3093",27.692003343,43.182982027,27.693003343,43.183482027,,,,
"3094",27.692003343,43.182482027,27.693003343,43.182982027,,,,
"3095",27.692003343,43.181982027,27.693003343,43.182482027,,,,
"3096",27.692003343,43.181482027,27.693003343,43.181982027,,,,
"3097",27.692003343,43.180982027,27.693003343,43.181482027,,,,
"3098",27.692003343,43.180482027,27.693003343,43.180982027,,,,
"3099",27.692003343,43.179982027,27.693003343,43.180482027,,,,
"3100",27.692003343,43.179482027,27.693003343,43.179982027,,,,
"3101",27.692003343,43.178982027,27.693003343,43.179482027,,,,
"3102",27.692003343,43.178482027,27.693003343,43.178982027,,,,
"3103",27.693003343,43.210982027,27.694003343,43.211482027,,,,
"3104",27.693003343,43.210482027,27.694003343,43.210982027,,,,
"3105",27.693003343,43.209982027,27.694003343,43.210482027,,,,
"3106",27.693003343,43.209482027,27.694003343,43.209982027,,,,
"3107",27.693003343,43.208982027,27.694003343,43.209482027,,,,
"3108",27.693003343,43.208482027,27.694003343,43.208982027,,,,
"3109",27.693003343,43.207982027,27.694003343,43.208482027,,,,
"3110",27.693003343,43.207482027,27.694003343,43.207982027,,,,
"3111",27.693003343,43.206982027,27.694003343,43.207482027,,,,
"3112",27.693003343,43.206482027,27.694003343,43.206982027,,,,
"3113",27.693003343,43.205982027,27.694003343,43.206482027,,,,
"3114",27.693003343,43.205482027,27.694003343,43.205982027,,,,
"3115",27.693003343,43.204982027,27.694003343,43.205482027,,,,
"3116",27.693003343,43.204482027,27.694003343,43.204982027,,,,
"3117",27.693003343,43.203982027,27.694003343,43.204482027,,,,
"3118",27.693003343,43.203482027,27.694003343,43.203982027,,,,
"3119",27.693003343,43.202982027,27.694003343,43.203482027,,,,
"3120",27.693003343,43.202482027,27.694003343,43.202982027,,,,
"3121",27.693003343,43.201982027,27.694003343,43.202482027,,,,
"3122",27.693003343,43.201482027,27.694003343,43.201982027,,,,
"3123",27.693003343,43.200982027,27.694003343,43.201482027,,,,
"3124",27.693003343,43.200482027,27.694003343,43.200982027,,,,
"3125",27.693003343,43.199982027,27.694003343,43.200482027,,,,
"3126",27.693003343,43.199482027,27.694003343,43.199982027,,,,
"3127",27.693003343,43.198982027,27.694003343,43.199482027,,,,
"3128",27.693003343,43.198482027,27.694003343,43.198982027,,,,
"3129",27.693003343,43.197982027,27.694003343,43.198482027,,,,
"3130",27.693003343,43.197482027,27.694003343,43.197982027,"154","37","20","255"
"3131",27.693003343,43.196982027,27.694003343,43.197482027,"231","12","10","255"
"3132",27.693003343,43.196482027,27.694003343,43.196982027,"222","18","7","255"
"3133",27.693003343,43.195982027,27.694003343,43.196482027,"201","9",,"255"
"3134",27.693003343,43.195482027,27.694003343,43.195982027,"195","5",,"255"
"3135",27.693003343,43.194982027,27.694003343,43.195482027,"192","38",,"255"
"3136",27.693003343,43.194482027,27.694003343,43.194982027,"230","211","33","255"
"3137",27.693003343,43.193982027,27.694003343,43.194482027,"207","251","4","255"
"3138",27.693003343,43.193482027,27.694003343,43.193982027,"255","198","33","255"
"3139",27.693003343,43.192982027,27.694003343,43.193482027,"203","30",,"255"
"3140",27.693003343,43.192482027,27.694003343,43.192982027,"243","6","14","255"
"3141",27.693003343,43.191982027,27.694003343,43.192482027,"236",,,"255"
"3142",27.693003343,43.191482027,27.694003343,43.191982027,"232",,"1","255"
"3143",27.693003343,43.190982027,27.694003343,43.191482027,"224",,"5","255"
"3144",27.693003343,43.190482027,27.694003343,43.190982027,"209","5","4","255"
"3145",27.693003343,43.189982027,27.694003343,43.190482027,"202","8","6","255"
"3146",27.693003343,43.189482027,27.694003343,43.189982027,"215","2","8","255"
"3147",27.693003343,43.188982027,27.694003343,43.189482027,"211","6","13","255"
"3148",27.693003343,43.188482027,27.694003343,43.188982027,"189","89","73","255"
"3149",27.693003343,43.187982027,27.694003343,43.188482027,,,,
"3150",27.693003343,43.187482027,27.694003343,43.187982027,,,,
"3151",27.693003343,43.186982027,27.694003343,43.187482027,,,,
"3152",27.693003343,43.186482027,27.694003343,43.186982027,,,,
"3153",27.693003343,43.185982027,27.694003343,43.186482027,,,,
"3154",27.693003343,43.185482027,27.694003343,43.185982027,,,,
"3155",27.693003343,43.184982027,27.694003343,43.185482027,,,,
"3156",27.693003343,43.184482027,27.694003343,43.184982027,,,,
"3157",27.693003343,43.183982027,27.694003343,43.184482027,,,,
"3158",27.693003343,43.183482027,27.694003343,43.183982027,,,,
"3159",27.693003343,43.182982027,27.694003343,43.183482027,,,,
"3160",27.693003343,43.182482027,27.694003343,43.182982027,,,,
"3161",27.693003343,43.181982027,27.694003343,43.182482027,,,,
"3162",27.693003343,43.181482027,27.694003343,43.181982027,,,,
"3163",27.693003343,43.180982027,27.694003343,43.181482027,,,,
"3164",27.693003343,43.180482027,27.694003343,43.180982027,,,,
"3165",27.693003343,43.179982027,27.694003343,43.180482027,,,,
"3166",27.693003343,43.179482027,27.694003343,43.179982027,,,,
"3167",27.693003343,43.178982027,27.694003343,43.179482027,,,,
"3168",27.693003343,43.178482027,27.694003343,43.178982027,,,,
"3169",27.694003343,43.210982027,27.695003343,43.211482027,,,,
"3170",27.694003343,43.210482027,27.695003343,43.210982027,,,,
"3171",27.694003343,43.209982027,27.695003343,43.210482027,,,,
"3172",27.694003343,43.209482027,27.695003343,43.209982027,,,,
"3173",27.694003343,43.208982027,27.695003343,43.209482027,,,,
"3174",27.694003343,43.208482027,27.695003343,43.208982027,,,,
"3175",27.694003343,43.207982027,27.695003343,43.208482027,,,,
"3176",27.694003343,43.207482027,27.695003343,43.207982027,,,,
"3177",27.694003343,43.206982027,27.695003343,43.207482027,,,,
"3178",27.694003343,43.206482027,27.695003343,43.206982027,,,,
"3179",27.694003343,43.205982027,27.695003343,43.206482027,,,,
"3180",27.694003343,43.205482027,27.695003343,43.205982027,,,,
"3181",27.694003343,43.204982027,27.695003343,43.205482027,,,,
"3182",27.694003343,43.204482027,27.695003343,43.204982027,,,,
"3183",27.694003343,43.203982027,27.695003343,43.204482027,,,,
"3184",27.694003343,43.203482027,27.695003343,43.203982027,,,,
"3185",27.694003343,43.202982027,27.695003343,43.203482027,,,,
"3186",27.694003343,43.202482027,27.695003343,43.202982027,,,,
"3187",27.694003343,43.201982027,27.695003343,43.202482027,,,,
"3188",27.694003343,43.201482027,27.695003343,43.201982027,,,,
"3189",27.694003343,43.200982027,27.695003343,43.201482027,,,,
"3190",27.694003343,43.200482027,27.695003343,43.200982027,,,,
"3191",27.694003343,43.199982027,27.695003343,43.200482027,,,,
"3192",27.694003343,43.199482027,27.695003343,43.199982027,,,,
"3193",27.694003343,43.198982027,27.695003343,43.199482027,,,,
"3194",27.694003343,43.198482027,27.695003343,43.198982027,,,,
"3195",27.694003343,43.197982027,27.695003343,43.198482027,,,,
"3196",27.694003343,43.197482027,27.695003343,43.197982027,"206","78","69","255"
"3197",27.694003343,43.196982027,27.695003343,43.197482027,"217","8","11","255"
"3198",27.694003343,43.196482027,27.695003343,43.196982027,"225",,"7","255"
"3199",27.694003343,43.195982027,27.695003343,43.196482027,"225","1","11","255"
"3200",27.694003343,43.195482027,27.695003343,43.195982027,"213","13",,"255"
"3201",27.694003343,43.194982027,27.695003343,43.195482027,"250","117","22","255"
"3202",27.694003343,43.194482027,27.695003343,43.194982027,"244","233","30","255"
